,file,step,epochs,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall
0,../data/celeb/train_bueno.csv,test,1,0.7246806621551514,0.51,0.3950617283950617,0.45714285714285713,0.34782608695652173
1,../data/celeb/train_bueno.csv,test,3,0.5849316120147705,0.72,0.7254901960784315,0.6607142857142857,0.8043478260869565
2,../data/celeb/train_bueno.csv,test,5,1.0323691368103027,0.75,0.6913580246913581,0.8,0.6086956521739131
3,../data/celeb/train_bueno.csv,test,7,1.1912033557891846,0.75,0.6835443037974683,0.8181818181818182,0.5869565217391305
4,../data/celeb/train_bueno.csv,test,9,1.2055764198303223,0.8,0.7777777777777778,0.7954545454545454,0.7608695652173914
